,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,productive
213,2015-01-12,Quarter2,finishing,Monday,11,0.8,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.640577652,0
214,2015-01-12,Quarter2,sewing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299,1
215,2015-01-12,Quarter2,finishing,Monday,10,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.24625,0
216,2015-01-13,Quarter2,finishing,Tuesday,4,0.35,4.3,997.7422680412371,2160,0,0.0,0,0,12.0,0.952020202,1
217,2015-01-13,Quarter2,finishing,Tuesday,1,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,2.0,0.951420455,1
218,2015-01-13,Quarter2,finishing,Tuesday,10,0.8,3.94,997.7422680412371,5400,0,0.0,0,0,20.0,0.912766667,1
219,2015-01-13,Quarter2,finishing,Tuesday,3,0.8,4.15,997.7422680412371,1620,0,0.0,0,0,9.0,0.901262626,1
220,2015-01-13,Quarter2,finishing,Tuesday,9,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.858143939,1
221,2015-01-13,Quarter2,sewing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311,1
222,2015-01-13,Quarter2,sewing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311,1
223,2015-01-13,Quarter2,sewing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,1
224,2015-01-13,Quarter2,sewing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,1
225,2015-01-13,Quarter2,finishing,Tuesday,5,0.65,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.821354167,1
226,2015-01-13,Quarter2,finishing,Tuesday,2,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.805909091,1
227,2015-01-13,Quarter2,sewing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,1
228,2015-01-13,Quarter2,sewing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,1
229,2015-01-13,Quarter2,sewing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,1
230,2015-01-13,Quarter2,sewing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,0
231,2015-01-13,Quarter2,finishing,Tuesday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.681060606,0
232,2015-01-13,Quarter2,finishing,Tuesday,7,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.670075758,0
233,2015-01-13,Quarter2,finishing,Tuesday,11,0.8,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.601278409,0
234,2015-01-13,Quarter2,sewing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,0
235,2015-01-13,Quarter2,sewing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,0
236,2015-01-13,Quarter2,sewing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,1
237,2015-01-13,Quarter2,sewing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,1
238,2015-01-14,Quarter2,finishing,Wednesday,11,0.8,4.15,997.7422680412371,1980,0,0.0,0,0,7.0,0.934607438,1
239,2015-01-14,Quarter2,finishing,Wednesday,4,0.35,4.3,997.7422680412371,2700,0,0.0,0,0,8.0,0.908080808,1
240,2015-01-14,Quarter2,sewing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,1
241,2015-01-14,Quarter2,finishing,Wednesday,1,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.891723485,1
242,2015-01-14,Quarter2,finishing,Wednesday,5,0.65,4.15,997.7422680412371,1440,0,0.0,0,0,15.0,0.864583333,1
243,2015-01-14,Quarter2,finishing,Wednesday,9,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.858143939,1
244,2015-01-14,Quarter2,sewing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,1
245,2015-01-14,Quarter2,sewing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,1
246,2015-01-14,Quarter2,finishing,Wednesday,7,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.837594697,1
247,2015-01-14,Quarter2,finishing,Wednesday,3,0.8,4.15,997.7422680412371,1440,0,0.0,0,0,7.0,0.820833333,1
248,2015-01-14,Quarter2,sewing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,1
249,2015-01-14,Quarter2,sewing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,1
250,2015-01-14,Quarter2,sewing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,1
251,2015-01-14,Quarter2,sewing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,1
252,2015-01-14,Quarter2,finishing,Wednesday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.667329545,0
253,2015-01-14,Quarter2,sewing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,1
254,2015-01-14,Quarter2,sewing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,0
255,2015-01-14,Quarter2,sewing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,1
256,2015-01-14,Quarter2,finishing,Wednesday,10,0.8,3.94,997.7422680412371,1260,0,0.0,0,0,8.0,0.332359307,0
257,2015-01-14,Quarter2,sewing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,0
258,2015-01-14,Quarter2,finishing,Wednesday,2,0.8,3.94,997.7422680412371,1260,0,0.0,0,0,8.0,0.247316017,0
259,2015-01-15,Quarter3,finishing,Thursday,4,0.35,4.3,997.7422680412371,3600,0,0.0,0,0,20.0,0.988636364,1
260,2015-01-15,Quarter3,finishing,Thursday,10,0.8,3.94,997.7422680412371,3420,0,0.0,0,0,19.0,0.953110048,1
261,2015-01-15,Quarter3,finishing,Thursday,1,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.884261364,1
262,2015-01-15,Quarter3,finishing,Thursday,5,0.65,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.860653409,1
263,2015-01-15,Quarter3,finishing,Thursday,9,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.858143939,1
264,2015-01-15,Quarter3,sewing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,1
265,2015-01-15,Quarter3,sewing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,1
266,2015-01-15,Quarter3,sewing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,1
267,2015-01-15,Quarter3,sewing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,1
268,2015-01-15,Quarter3,sewing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,1
269,2015-01-15,Quarter3,sewing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,1
270,2015-01-15,Quarter3,sewing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,1
271,2015-01-15,Quarter3,finishing,Thursday,7,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.689299242,0
272,2015-01-15,Quarter3,sewing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,1
273,2015-01-15,Quarter3,sewing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,1
274,2015-01-15,Quarter3,finishing,Thursday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.606912879,0
275,2015-01-15,Quarter3,sewing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,1
276,2015-01-15,Quarter3,sewing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,1
277,2015-01-15,Quarter3,sewing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,0
278,2015-01-17,Quarter3,finishing,Saturday,5,0.65,4.15,997.7422680412371,2700,0,0.0,0,0,15.0,0.98719697,1
279,2015-01-17,Quarter3,finishing,Saturday,2,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.980909091,1
280,2015-01-17,Quarter3,finishing,Saturday,10,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.974621212,1
281,2015-01-17,Quarter3,finishing,Saturday,1,0.8,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.884261364,1
282,2015-01-17,Quarter3,finishing,Saturday,9,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.82680303,1
283,2015-01-17,Quarter3,sewing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,1
284,2015-01-17,Quarter3,sewing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,1
285,2015-01-17,Quarter3,sewing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,1
286,2015-01-17,Quarter3,sewing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,1
287,2015-01-17,Quarter3,sewing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,1
288,2015-01-17,Quarter3,sewing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,1
289,2015-01-17,Quarter3,sewing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,1
290,2015-01-17,Quarter3,sewing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,1
291,2015-01-17,Quarter3,finishing,Saturday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.675568182,0
292,2015-01-17,Quarter3,finishing,Saturday,7,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.661837121,0
293,2015-01-17,Quarter3,sewing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,1
294,2015-01-17,Quarter3,sewing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,1
295,2015-01-17,Quarter3,sewing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,1
296,2015-01-17,Quarter3,finishing,Saturday,6,0.8,2.9,997.7422680412371,900,0,0.0,0,0,5.0,0.465757576,0
297,2015-01-17,Quarter3,sewing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,0
298,2015-01-17,Quarter3,finishing,Saturday,11,0.8,4.15,997.7422680412371,1260,0,0.0,0,0,7.0,0.313852814,0
299,2015-01-18,Quarter3,finishing,Sunday,5,0.6,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.852793561,1
300,2015-01-18,Quarter3,finishing,Sunday,11,0.65,4.15,997.7422680412371,2160,0,0.0,0,0,12.0,0.838383838,1
301,2015-01-18,Quarter3,finishing,Sunday,6,0.8,2.9,997.7422680412371,1800,0,0.0,0,0,10.0,0.804848485,1
302,2015-01-18,Quarter3,sewing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,1
303,2015-01-18,Quarter3,sewing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,1
304,2015-01-18,Quarter3,sewing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,1
305,2015-01-18,Quarter3,sewing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,1
306,2015-01-18,Quarter3,sewing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,1
307,2015-01-18,Quarter3,sewing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,1
308,2015-01-18,Quarter3,finishing,Sunday,7,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.692045455,0
309,2015-01-18,Quarter3,sewing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,0
310,2015-01-18,Quarter3,sewing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,1
311,2015-01-18,Quarter3,sewing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,1
312,2015-01-18,Quarter3,sewing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,1
313,2015-01-18,Quarter3,finishing,Sunday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.639867424,0
314,2015-01-18,Quarter3,sewing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,1
315,2015-01-18,Quarter3,finishing,Sunday,9,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.582045455,0
316,2015-01-18,Quarter3,sewing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,0
317,2015-01-18,Quarter3,finishing,Sunday,10,0.7,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.235795455,0
318,2015-01-19,Quarter3,finishing,Monday,4,0.7,4.3,997.7422680412371,5040,0,0.0,0,0,28.0,0.977272727,1
319,2015-01-19,Quarter3,finishing,Monday,9,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.964106061,1
320,2015-01-19,Quarter3,finishing,Monday,5,0.65,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.958901515,1
321,2015-01-19,Quarter3,sewing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,1
322,2015-01-19,Quarter3,sewing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,1
323,2015-01-19,Quarter3,sewing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,1
324,2015-01-19,Quarter3,finishing,Monday,12,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.793844697,0
325,2015-01-19,Quarter3,sewing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,1
326,2015-01-19,Quarter3,sewing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,1
327,2015-01-19,Quarter3,sewing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,1
328,2015-01-19,Quarter3,sewing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,1
329,2015-01-19,Quarter3,sewing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,1
330,2015-01-19,Quarter3,finishing,Monday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.683806818,0
331,2015-01-19,Quarter3,sewing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,1
332,2015-01-19,Quarter3,sewing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,0
333,2015-01-19,Quarter3,sewing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,1
334,2015-01-19,Quarter3,finishing,Monday,10,0.7,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.538399621,0
335,2015-01-19,Quarter3,finishing,Monday,11,0.7,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,0.409545455,0
336,2015-01-19,Quarter3,sewing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,1
337,2015-01-20,Quarter3,finishing,Tuesday,5,0.7,4.15,997.7422680412371,1440,0,0.0,0,0,8.0,1.033570076,1
338,2015-01-20,Quarter3,sewing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,1
339,2015-01-20,Quarter3,sewing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,1
340,2015-01-20,Quarter3,sewing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,1
341,2015-01-20,Quarter3,sewing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,1
342,2015-01-20,Quarter3,sewing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,1
343,2015-01-20,Quarter3,sewing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,1
344,2015-01-20,Quarter3,sewing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,1
345,2015-01-20,Quarter3,finishing,Tuesday,9,0.8,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.72830303,0
346,2015-01-20,Quarter3,sewing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,1
347,2015-01-20,Quarter3,sewing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,1
348,2015-01-20,Quarter3,finishing,Tuesday,8,0.8,2.9,997.7422680412371,1440,0,0.0,0,0,8.0,0.639867424,0
349,2015-01-20,Quarter3,sewing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,1
350,2015-01-20,Quarter3,sewing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,1
351,2015-01-20,Quarter3,finishing,Tuesday,11,0.7,4.15,997.7422680412371,2700,0,0.0,0,0,15.0,0.362666667,0
352,2015-01-21,Quarter3,finishing,Wednesday,4,0.75,4.3,997.7422680412371,6000,0,0.0,0,0,20.0,0.978525641,1
353,2015-01-21,Quarter3,finishing,Wednesday,2,0.7,3.94,997.7422680412371,5100,0,0.0,0,0,17.0,0.912202112,1
354,2015-01-21,Quarter3,sewing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,1
355,2015-01-21,Quarter3,sewing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,1
356,2015-01-21,Quarter3,finishing,Wednesday,9,0.8,3.94,997.7422680412371,2400,0,0.0,0,0,8.0,0.827147436,1
357,2015-01-21,Quarter3,sewing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,1
358,2015-01-21,Quarter3,sewing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,1
359,2015-01-21,Quarter3,sewing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,1
360,2015-01-21,Quarter3,finishing,Wednesday,5,0.7,4.15,997.7422680412371,2400,0,0.0,0,0,8.0,0.758173077,1
361,2015-01-21,Quarter3,sewing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,1
362,2015-01-21,Quarter3,sewing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,1
363,2015-01-21,Quarter3,sewing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,1
364,2015-01-21,Quarter3,sewing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,1
365,2015-01-21,Quarter3,sewing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,1
366,2015-01-21,Quarter3,finishing,Wednesday,8,0.8,2.9,997.7422680412371,2400,0,0.0,0,0,8.0,0.594871795,0
367,2015-01-21,Quarter3,sewing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,0
368,2015-01-21,Quarter3,finishing,Wednesday,1,0.65,3.94,997.7422680412371,2400,0,0.0,0,0,8.0,0.505128205,0
369,2015-01-21,Quarter3,sewing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,1
370,2015-01-21,Quarter3,finishing,Wednesday,11,0.7,4.15,997.7422680412371,2700,0,0.0,0,0,9.0,0.470769231,0
371,2015-01-22,Quarter4,finishing,Thursday,7,0.6,3.94,997.7422680412371,6000,0,0.0,0,0,10.0,0.957638889,1
372,2015-01-22,Quarter4,finishing,Thursday,10,0.75,3.94,997.7422680412371,8400,0,0.0,0,0,14.0,0.940701058,1
373,2015-01-22,Quarter4,sewing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,1
374,2015-01-22,Quarter4,sewing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,1
375,2015-01-22,Quarter4,sewing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,1
376,2015-01-22,Quarter4,sewing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,1
377,2015-01-22,Quarter4,sewing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,1
378,2015-01-22,Quarter4,sewing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,1
379,2015-01-22,Quarter4,finishing,Thursday,5,0.7,4.15,997.7422680412371,9000,0,0.0,0,0,15.0,0.742901235,1
380,2015-01-22,Quarter4,sewing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,1
381,2015-01-22,Quarter4,sewing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,1
382,2015-01-22,Quarter4,finishing,Thursday,4,0.75,4.3,997.7422680412371,9000,0,0.0,0,0,15.0,0.670216049,0
383,2015-01-22,Quarter4,finishing,Thursday,1,0.7,3.94,997.7422680412371,15000,0,0.0,0,0,25.0,0.649662222,0
384,2015-01-22,Quarter4,finishing,Thursday,2,0.7,3.94,997.7422680412371,15000,0,0.0,0,0,25.0,0.649662222,0
385,2015-01-22,Quarter4,finishing,Thursday,6,0.8,2.9,997.7422680412371,4800,0,0.0,0,0,8.0,0.626822917,0
386,2015-01-22,Quarter4,sewing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,1
387,2015-01-22,Quarter4,sewing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,1
388,2015-01-22,Quarter4,sewing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,0
389,2015-01-22,Quarter4,sewing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,1
390,2015-01-22,Quarter4,finishing,Thursday,3,0.7,3.94,997.7422680412371,12000,0,0.0,0,0,20.0,0.460578704,0
391,2015-01-22,Quarter4,finishing,Thursday,8,0.8,2.9,997.7422680412371,4800,0,0.0,0,0,8.0,0.397743056,0
392,2015-01-22,Quarter4,finishing,Thursday,12,0.6,4.08,997.7422680412371,5400,0,0.0,0,0,9.0,0.327407407,0
393,2015-01-24,Quarter4,finishing,Saturday,5,0.7,4.15,997.7422680412371,2700,0,0.0,0,0,15.0,0.966666667,1
394,2015-01-24,Quarter4,finishing,Saturday,10,0.75,3.94,997.7422680412371,1800,0,0.0,0,0,10.0,0.937242424,1
395,2015-01-24,Quarter4,finishing,Saturday,8,0.8,2.9,997.7422680412371,1620,0,0.0,0,0,9.0,0.910521886,1
396,2015-01-24,Quarter4,sewing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806,1
397,2015-01-24,Quarter4,sewing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106,1
398,2015-01-24,Quarter4,finishing,Saturday,11,0.75,4.15,997.7422680412371,1800,0,0.0,0,0,10.0,0.896022727,1
399,2015-01-24,Quarter4,finishing,Saturday,3,0.75,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.895454545,1
400,2015-01-24,Quarter4,finishing,Saturday,7,0.65,3.94,997.7422680412371,2160,0,0.0,0,0,12.0,0.870580808,1
401,2015-01-24,Quarter4,finishing,Saturday,12,0.7,4.08,997.7422680412371,1620,0,0.0,0,0,9.0,0.858585859,1
402,2015-01-24,Quarter4,sewing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806,1
403,2015-01-24,Quarter4,sewing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987,1
404,2015-01-24,Quarter4,sewing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143,1
405,2015-01-24,Quarter4,sewing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194,1
406,2015-01-24,Quarter4,sewing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323,1
407,2015-01-24,Quarter4,sewing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201,1
408,2015-01-24,Quarter4,sewing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784,1
409,2015-01-24,Quarter4,finishing,Saturday,4,0.75,4.3,997.7422680412371,2160,0,0.0,0,0,12.0,0.651515152,0
410,2015-01-24,Quarter4,sewing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734,1
411,2015-01-24,Quarter4,sewing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217,1
412,2015-01-24,Quarter4,finishing,Saturday,2,0.75,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.578314394,0
413,2015-01-24,Quarter4,finishing,Saturday,1,0.7,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.578314394,0
414,2015-01-24,Quarter4,sewing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951,0
415,2015-01-24,Quarter4,finishing,Saturday,9,0.6,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.261174242,0
416,2015-01-25,Quarter4,finishing,Sunday,5,0.7,4.15,997.7422680412371,3060,0,0.0,0,0,17.0,0.973796791,1
417,2015-01-25,Quarter4,finishing,Sunday,2,0.75,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.970075758,1
418,2015-01-25,Quarter4,finishing,Sunday,1,0.7,3.94,997.7422680412371,1440,0,0.0,0,0,8.0,0.970075758,1
419,2015-01-25,Quarter4,finishing,Sunday,3,0.75,3.94,997.7422680412371,1620,0,0.0,0,0,9.0,0.961784512,1
420,2015-01-25,Quarter4,finishing,Sunday,10,0.75,3.94,997.7422680412371,3420,0,0.0,0,0,19.0,0.955151515,1
421,2015-01-25,Quarter4,finishing,Sunday,4,0.75,4.3,997.7422680412371,2160,0,0.0,0,0,12.0,0.952020202,1
422,2015-01-25,Quarter4,sewing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106,1
423,2015-01-25,Quarter4,sewing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776,1
424,2015-01-25,Quarter4,sewing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609,1
425,2015-01-25,Quarter4,sewing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307,1
